Copy of Services for Cancellation (Updated) - All
Category,Subcategory,Name,Plan,Price,Steps,Primary Cancellation,Secondary Cancellation
Business,Accounting,FreshBooks,Plus,£7.61/month,"Note: If you’re looking to downgrade to a lower plan, you’ll need to ensure you’ve reduced the number of active Clients and any Team Members in your account first before downgrading. If you are downgrading to Lite, you'll need to delete any connected Accountant(s) first.

1. Go to [https://www.freshbooks.com/en-gb/](https://www.freshbooks.com/en-gb/) and log in if necessary.
2. Go to the gear icon in the top left corner
3. Then click on Billing and Upgrade and view your ideal plan options (e.g., what the Client limit is)
4. Next, if you have too many Clients, go to the Client section and check the box(es) off next to the Clients you wish to delete (also check in the View Archived Clients page for any archived Clients which count towards the limit too)
5. Next, click on the Actions button
6. Then select Delete
7. If you have any team members (like Accountants) that you no longer need, go to the My Team section
8. Next, check off the boxes and click on the Actions button
9. Then select Delete
10. ​Click on the gear icon in the top left corner again
11. Click on Billing and Upgrade
12. Select Manage Plan
13. Click on the Downgrade button next to the plan you want to downgrade to. You'll be downgraded to the plan you've chosen, and you won't be charged until your next payment is due.",https://www.freshbooks.com/en-gb/,https://support.freshbooks.com/hc/en-us/articles/115011044847-How-do-I-downgrade-or-cancel-my-account-
Business,Accounting,FreshBooks,Premium,£15.22/month,"Note: If you’re looking to downgrade to a lower plan, you’ll need to ensure you’ve reduced the number of active Clients and any Team Members in your account first before downgrading. If you are downgrading to Lite, you'll need to delete any connected Accountant(s) first.

1. Go to [https://www.freshbooks.com/en-gb/](https://www.freshbooks.com/en-gb/) and log in if necessary.
2. Go to the gear icon in the top left corner
3. Then click on Billing and Upgrade and view your ideal plan options (e.g., what the Client limit is)
4. Next, if you have too many Clients, go to the Client section and check the box(es) off next to the Clients you wish to delete (also check in the View Archived Clients page for any archived Clients which count towards the limit too)
5. Next, click on the Actions button
6. Then select Delete
7. If you have any team members (like Accountants) that you no longer need, go to the My Team section
8. Next, check off the boxes and click on the Actions button
9. Then select Delete
10. ​Click on the gear icon in the top left corner again
11. Click on Billing and Upgrade
12. Select Manage Plan
13. Click on the Downgrade button next to the plan you want to downgrade to. You'll be downgraded to the plan you've chosen, and you won't be charged until your next payment is due.",https://www.freshbooks.com/en-gb/,https://support.freshbooks.com/hc/en-us/articles/115011044847-How-do-I-downgrade-or-cancel-my-account-
Business,Marketing,Mailchimp,Essentails,£8.02/month,"Note: You can downgrade to the Free plan only once over the life of your account.

1. Go to [https://mailchimp.com/](https://mailchimp.com/) and log in if necessary.
2. Click your profile name and choose Account.
3. Click Billing and choose Monthly plans or credits.
4. Click Change Plan.
5. Choose your plan and maximum contact count.
6. Click Downgrade.
7. Review your downgrade. If you are satisfied with your downgrade selection, click on the check box at the bottom of the screen to acknowledge that you understand the changes that will take place in your account.
8. Click Downgrade.",https://mailchimp.com/,https://mailchimp.com/help/change-or-pause-your-pricing-plan/#Downgrade
Business,Marketing,Mailchimp,Standard,£12.04/month,"Note: You can downgrade to the Free plan only once over the life of your account.

1. Go to [https://mailchimp.com/](https://mailchimp.com/) and log in if necessary.
2. Click your profile name and choose Account.
3. Click Billing and choose Monthly plans or credits.
4. Click Change Plan.
5. Choose your plan and maximum contact count.
6. Click Downgrade.
7. Review your downgrade. If you are satisfied with your downgrade selection, click on the check box at the bottom of the screen to acknowledge that you understand the changes that will take place in your account.
8. Click Downgrade.",https://mailchimp.com/,https://mailchimp.com/help/change-or-pause-your-pricing-plan/#Downgrade
Business,Marketing,Mailchimp,Premium,£240.09/month,"Note: You can downgrade to the Free plan only once over the life of your account.

1. Go to [https://mailchimp.com/](https://mailchimp.com/) and log in if necessary.
2. Click your profile name and choose Account.
3. Click Billing and choose Monthly plans or credits.
4. Click Change Plan.
5. Choose your plan and maximum contact count.
6. Click Downgrade.
7. Review your downgrade. If you are satisfied with your downgrade selection, click on the check box at the bottom of the screen to acknowledge that you understand the changes that will take place in your account.
8. Click Downgrade.",https://mailchimp.com/,https://mailchimp.com/help/change-or-pause-your-pricing-plan/#Downgrade
Business,Marketing,Constant Contact,Email,£15.00/month,"Please contact the Constant Contact's UK billing support team at 0808 234 0945 during the hours of 8am - 8pm ET, Monday to Friday.",,0808 234 0945
Business,Marketing,Constant Contact,Email Plus,£30.00/month,"Please contact the Constant Contact's UK billing support team at 0808 234 0945 during the hours of 8am - 8pm ET, Monday to Friday.",,0808 234 0945
Business,Marketing,Constant Contact,Website Builder,£10.00/month,"Please contact the Constant Contact's UK billing support team at 0808 234 0945 during the hours of 8am - 8pm ET, Monday to Friday.",,0808 234 0945
Business,Marketing,ConvertKit,Monthly,$29.00/month,"1. Go to [https://app.convertkit.com/](https://app.convertkit.com/) and log in if necessary.
2. Click on your profile name/avatar in the top right hand corner of the screen.
3. Click on Billing under Account settings.
4. Downgrade your subscription under Your plan + Referral bonuses.",https://community.convertkit.com/l?u=https%3A%2F%2Fapp.convertkit.com%2Faccount%2Fcancel&h=95a9a469fa96fbe0c040bdb2656c8c42&source=answer&id=5e169e2809c03842eef504bd,https://community.convertkit.com/question/how-do-i-cancel-convert-kit-5e167c9b573cba45b803dfb3
Business,Marketing,ConvertKit,Annually,$25.00/month,"1. Go to [https://app.convertkit.com/](https://app.convertkit.com/) and log in if necessary.
2. Click on your profile name/avatar in the top right hand corner of the screen.
3. Click on Billing under Account settings.
4. Downgrade your subscription under Your plan + Referral bonuses.",https://community.convertkit.com/l?u=https%3A%2F%2Fapp.convertkit.com%2Faccount%2Fcancel&h=95a9a469fa96fbe0c040bdb2656c8c42&source=answer&id=5e169e2809c03842eef504bd,https://help.convertkit.com/en/articles/2502679-billing-at-convertkit
Gym,,PureGym,Off-Peak,£9.99/month,"To freeze:
1. Log in to Pure Gym's membership area: [https://www.puregym.com/login/](https://www.puregym.com/login/)
2. Select ‘profile’ tab
3. Scroll down to ‘FREEZE YOUR MEMBERSHIP’ and select
4. Follow the instructions to freeze

To cancel:
Only method of cancellation is to cancel monthly direct direct debit with your bank, at least 3 - 4 working days before your next payment is due.",https://www.puregym.com/login/,https://www.puregym.com/help-centre/freezing-or-ending/how-do-i-cancel-my-direct-debit-monthly-membership/
Gym,,PureGym,Core,£12.99/month,"To freeze:
1. Log in to Pure Gym's membership area: [https://www.puregym.com/login/](https://www.puregym.com/login/)
2. Select ‘profile’ tab
3. Scroll down to ‘FREEZE YOUR MEMBERSHIP’ and select
4. Follow the instructions to freeze

To cancel:
Only method of cancellation is to cancel monthly direct direct debit with your bank, at least 3 - 4 working days before your next payment is due.",https://www.puregym.com/login/,https://www.puregym.com/help-centre/freezing-or-ending/how-do-i-cancel-my-direct-debit-monthly-membership/
Gym,,PureGym,Plus,£18.99/month,"To freeze:
1. Log in to Pure Gym's membership area: [https://www.puregym.com/login/](https://www.puregym.com/login/)
2. Select ‘profile’ tab
3. Scroll down to ‘FREEZE YOUR MEMBERSHIP’ and select
4. Follow the instructions to freeze

To cancel:
Only method of cancellation is to cancel monthly direct direct debit with your bank, at least 3 - 4 working days before your next payment is due.",https://www.puregym.com/login/,https://www.puregym.com/help-centre/freezing-or-ending/how-do-i-cancel-my-direct-debit-monthly-membership/
Gym,,EasyGym,,No Contract,"Cancelling Direct Debit:
Contact your bank to cancel your direct debit subscription.

Cancelling Credit Card Subscription:
Email payments@easygym.co.uk with your full name, date of birth, 8 digit gym pin number and the gym you are a member of. Please note that you must cancel at least 5 working days before your next payment, to ensure that no further payments will be taken.",,payments@easygym.co.uk
Gym,,Any Time Fitness,,Prices vary based on location and membership type,"Cancellation requests must be addressed directly to the clubs through the Anytime Fitness online portal: [https://www.anytimefitness.co.uk/cancellation-request/](https://www.anytimefitness.co.uk/cancellation-request/) as per your membership agreement.
Note: You will need to give one full calendar month notice, as most of our Membership Agreements run for 12 months and then on a rolling month by month basis after the first year ends. It is important you do not cancel your Direct Debit instruction, as this is processed automatically at the end of your membership term.",https://www.anytimefitness.co.uk/cancellation-request/,"https://www.anytimefitness.co.uk/faqs/#:~:text=How%20do%20I%20cancel%20my,our%20Online%20Cancellation%20Request%20Portal."
Gym,,DW Fitness First,,Prices vary based on location and membership type,Access your online membership for details of cancellation: https://www.dwfitnessfirst.com/members/my-membership/,https://www.dwfitnessfirst.com/members/my-membership/,"https://www.dwfitnessfirst.com/customer-service/faq/#:~:text=You%20can%20cancel%20your%20membership,Membership%20area%20of%20the%20website.&text=If%20you%20are%20within%2010,can%20still%20change%20your%20mind."
Gym,,The Gym Group,Do It,£16.99/month,Log in to https://www.thegymgroup.com/member-area/ to view your membership and follow the cancellation instructions outlined.,https://www.thegymgroup.com/member-area/,membership@thegymgroup.com
Gym,,The Gym Group,Live It,£21.98/month,Log in to https://www.thegymgroup.com/member-area/ to view your membership and follow the cancellation instructions outlined.,https://www.thegymgroup.com/member-area/,membership@thegymgroup.com
